total_properties,unique_congregations,mean_attendance,median_attendance,zero_attendance,attendance_1_10,attendance_11_20,attendance_21_29,avg_members,avg_plate_pledge,total_land_value,total_acreage
104,37,17.153846153846153,21,26,1,24,53,141.53846153846155,52895.28846153846,21730671,247.82334
